,file_name,Longitudinal,Chain,Author,Isotype,Age,Size_igblastn,Disease,Link,BSource,BType,Size,Species,Vaccine,Subject,valid_entry_num
1814,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S22_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,548,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,472,human,None,S22,17
1815,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S23_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,3169,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,2626,human,None,S23,50
1816,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S24_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,696,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,574,human,None,S24,6
1817,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S25_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,3424,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,3044,human,None,S25,50
1818,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S26_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,1656,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,1260,human,None,S26,18
1819,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S27_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,7870,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,6804,human,None,S27,109
1820,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S28_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,15920,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,13943,human,None,S28,188
1821,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S29_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,11195,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,9366,human,None,S29,158
1822,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S30_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,2384,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,1980,human,None,S30,50
1823,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S31_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,1181,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,1001,human,None,S31,13
1824,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S32_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,939,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,726,human,None,S32,14
1825,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S33_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,199,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,148,human,None,S33,3
1826,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S34_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,2762,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,2054,human,None,S34,32
1827,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S35_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,46,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,29,human,None,S35,2
1828,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S36_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,808,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,618,human,None,S36,10
1829,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S37_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,44,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,41,human,None,S37,2
1830,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S38_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,363,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,299,human,None,S38,4
1831,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S39_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,2198,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,1863,human,None,S39,31
1832,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S40_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,400,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,356,human,None,S40,7
1833,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S41_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,551,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,422,human,None,S41,6
1834,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S43_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,578,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,481,human,None,S43,9
1835,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S44_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,4622,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,4033,human,None,S44,58
1836,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S45_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,265,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,220,human,None,S45,3
1837,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S46_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,2420,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,2048,human,None,S46,41
1838,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S47_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,6695,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,5456,human,None,S47,60
1839,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S4_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,230,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,206,human,None,S4,1
1840,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S50_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,135,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,106,human,None,S50,3
1841,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S51_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,219,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,183,human,None,S51,1
1842,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S53_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,196,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,174,human,None,S53,3
1843,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S54_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,5336,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,4620,human,None,S54,70
1844,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S55_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,248,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,211,human,None,S55,4
1845,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S56_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,496,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,416,human,None,S56,5
1846,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S57_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,48,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,27,human,None,S57,1
1847,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S58_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,136,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,89,human,None,S58,5
1848,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S59_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,31,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,30,human,None,S59,3
1849,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S5_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,1053,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,870,human,None,S5,23
1850,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S60_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,130,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,118,human,None,S60,4
1851,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S63_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,235,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,192,human,None,S63,3
1852,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S64_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,439,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,384,human,None,S64,6
1853,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S65_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,206,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,183,human,None,S65,2
1854,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S68_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,41,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,38,human,None,S68,2
1855,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S69_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,494,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,395,human,None,S69,7
1856,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S6_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,317,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,229,human,None,S6,3
1857,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S71_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,1906,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,1699,human,None,S71,32
1858,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S72_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,1631,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,1372,human,None,S72,23
1859,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S73_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,3086,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,2458,human,None,S73,74
1860,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S74_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,81,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,74,human,None,S74,2
1861,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S75_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,246,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,199,human,None,S75,10
1862,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S76_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,647,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,546,human,None,S76,10
1863,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S77_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,988,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,881,human,None,S77,14
1864,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S78_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,1847,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,1582,human,None,S78,22
1865,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S79_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,1047,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,950,human,None,S79,15
1866,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S80_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,35,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,30,human,None,S80,3
1867,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S81_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,82,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,63,human,None,S81,1
1868,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S82_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,58,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,39,human,None,S82,1
1869,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S83_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,49,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,43,human,None,S83,3
1870,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S85_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,700,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,609,human,None,S85,20
1871,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S86_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,641,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,571,human,None,S86,9
1872,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S88_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,2235,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,1962,human,None,S88,32
1873,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S89_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,5769,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,4859,human,None,S89,65
1874,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S90_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,1178,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,975,human,None,S90,15
1875,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S91_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,1364,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,1257,human,None,S91,16
1876,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S92_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,2095,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,1849,human,None,S92,16
1877,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S93_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,3888,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,3327,human,None,S93,57
1878,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S94_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,2450,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,2108,human,None,S94,35
1879,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S95_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,6593,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,4844,human,None,S95,68
1880,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S96_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,3574,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,2908,human,None,S96,37
1881,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S9_Naive-B-Cells_igblastn_IGHA,no,Heavy,"Gidoni et al., (2019)",Bulk,no,1688,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,1418,human,None,S9,18
1882,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S100_Naive-B-Cells_igblastn_IGHD,no,Heavy,"Gidoni et al., (2019)",Bulk,no,40751,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,33342,human,None,S100,1520
1883,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S10_Naive-B-Cells_igblastn_IGHD,no,Heavy,"Gidoni et al., (2019)",Bulk,no,40683,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,33638,human,None,S10,863
1884,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S11_Naive-B-Cells_igblastn_IGHD,no,Heavy,"Gidoni et al., (2019)",Bulk,no,52903,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,44355,human,None,S11,1556
1885,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S12_Naive-B-Cells_igblastn_IGHD,no,Heavy,"Gidoni et al., (2019)",Bulk,no,36619,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,30247,human,None,S12,395
1886,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S13_Naive-B-Cells_igblastn_IGHD,no,Heavy,"Gidoni et al., (2019)",Bulk,no,35712,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,29516,human,None,S13,1098
1887,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S14_Naive-B-Cells_igblastn_IGHD,no,Heavy,"Gidoni et al., (2019)",Bulk,no,39091,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,32512,human,None,S14,1219
1888,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S15_Naive-B-Cells_igblastn_IGHD,no,Heavy,"Gidoni et al., (2019)",Bulk,no,72871,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,59419,human,None,S15,2157
1889,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S16_Naive-B-Cells_igblastn_IGHD,no,Heavy,"Gidoni et al., (2019)",Bulk,no,53801,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,44355,human,None,S16,2159
1890,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S17_Naive-B-Cells_igblastn_IGHD,no,Heavy,"Gidoni et al., (2019)",Bulk,no,53584,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,44020,human,None,S17,1451
1891,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S18_Naive-B-Cells_igblastn_IGHD,no,Heavy,"Gidoni et al., (2019)",Bulk,no,35342,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,28452,human,None,S18,1358
1892,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S19_Naive-B-Cells_igblastn_IGHD,no,Heavy,"Gidoni et al., (2019)",Bulk,no,32057,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,26197,human,None,S19,1011
1893,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S1_Naive-B-Cells_igblastn_IGHD,no,Heavy,"Gidoni et al., (2019)",Bulk,no,20600,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,16703,human,None,S1,148
1894,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S20_Naive-B-Cells_igblastn_IGHD,no,Heavy,"Gidoni et al., (2019)",Bulk,no,17849,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,14601,human,None,S20,450
1895,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S21_Naive-B-Cells_igblastn_IGHD,no,Heavy,"Gidoni et al., (2019)",Bulk,no,49658,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,40338,human,None,S21,897
1896,Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S22_Naive-B-Cells_igblastn_IGHD,no,Heavy,"Gidoni et al., (2019)",Bulk,no,59822,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,50406,human,None,S22,1416
